CVE_ENT,CVE_MUN,NOM_ENT,NOM_MUN,NOMTIPO,COBERTURA,GM,FACTOR_UNO,MUN_AFRO,PTOT,PTOT*,P3MAS,P3MAS*,PIND,PIND*,RESP,RESP*,PHLI,PHLI*,PADI,PADI*,PAFRO,PAFRO*,P3a17T,P3a17T*,P3a17I,P3a17I*,P3a17R,P3a17R*,P3a17HLI,P3a17HLI*,P3a17AI,P3a17AI*,P3a17AF,P3a17AF*,P3a5T,P3a5T*,P3a5I,P3a5I*,P3a5R,P3a5R*,P3a5HLI,P3a5HLI*,P3a5AI,P3a5AI*,P6a11T,P6a11T*,P6a11I,P6a11I*,P6a11R,P6a11R*,P6a11HLI,P6a11HLI*,P6a11AI,P6a11AI*,P12a14T,P12a14T*,P12a14I,P12a14I*,P12a14R,P12a14R*,P12a14HLI,P12a14HLI*,P12a14AI,P12a14AI*,P15a17T,P15a17T*,P15a17I,P15a17I*,P15a17R,P15a17R*,P15a17HLI,P15a17HLI*,P15a17AI,P15a17AI*,PA3a17T,PA3a17T*,PA3a17I,PA3a17I*,PA3a17R,PA3a17R*,PA3a17HLI,PA3a17HLI*,PA3a17AI,PA3a17AI*,PA3a5T,PA3a5T*,PA3a5I,PA3a5I*,PA3a5R,PA3a5R*,PA3a5HLI,PA3a5HLI*,PA3a5AI,PA3a5AI*,PA6a11T,PA6a11T*,PA6a11I,PA6a11I*,PA6a11R,PA6a11R*,PA6a11HLI,PA6a11HLI*,PA6a11AI,PA6a11AI*,PA12a14T,PA12a14T*,PA12a14I,PA12a14I*,PA12a14R,PA12a14R*,PA12a14HLI,PA12a14HLI*,PA12a14AI,PA12a14AI*,PA15a17T,PA15a17T*,PA15a17I,PA15a17I*,PA15a17R,PA15a17R*,PA15a17HLI,PA15a17HLI*,PA15a17AI,PA15a17AI*,PANALF_T,PANALF_T*,PANALF_I,PANALF_I*,PANALF_R,PANALF_R*,PANALF_HLI,PANALF_HLI*,PANALF_AI,PANALF_AI*,PANALF_AF,PANALF_AF*,PEB_20a29_T,PEB_20a29_T*,PEB_20a29_I,PEB_20a29_I*,PEB_20a29_R,PEB_20a29_R*,PEB_20a29_HLI,PEB_20a29_HLI*,PEB_20a29_AI,PEB_20a29_AI*,PEMS_20a29_T,PEMS_20a29_T*,PEMS_20a29_I,PEMS_20a29_I*,PEMS_20a29_R,PEMS_20a29_R*,PEMS_20a29_HLI,PEMS_20a29_HLI*,PEMS_20a29_AI,PEMS_20a29_AI*,P_P,P_PE,P_PM,P_VC,P_VI,P_NP
20,031,Oaxaca,Tamazulápam del Espíritu Santo,Municipio indígena,Municipio muestreado,Alto,0,0,7102,,6734,,7072,,30,*,6291,,6929,,n.a.,,2266,,2257,,9,*,1927,,2191,,n.a.,,420,,416,,4,*,311,,392,,902,,900,,2,*,766,,867,,535,,534,,1,*,468,,526,,409,,407,,2,*,382,,406,,1807,,1798,,9,,1512,,1751,,231,*,227,*,4,,155,*,219,*,885,,883,,2,,752,,850,,449,,448,,1,,383,,441,,242,,240,,2,,222,,241,,1520,,1518,,2,*,1505,,1515,,n.a.,,461,,451,,10,,423,,447,,206,*,197,*,9,*,176,*,192,*,6123,2293,3830,845,149,204
20,032,Oaxaca,Fresnillo de Trujano,Municipio sin población indígena,Municipio censado,Alto,1,1,996,,950,,n.a.,,n.a.,,n.a.,,n.a.,,50,,262,,n.a.,,n.a.,,n.a.,,n.a.,,15,,61,,n.a.,,n.a.,,n.a.,,n.a.,,104,,n.a.,,n.a.,,n.a.,,n.a.,,39,,n.a.,,n.a.,,n.a.,,n.a.,,58,,n.a.,,n.a.,,n.a.,,n.a.,,211,,n.a.,,n.a.,,n.a.,,n.a.,,38,,n.a.,,n.a.,,n.a.,,n.a.,,102,,n.a.,,n.a.,,n.a.,,n.a.,,37,,n.a.,,n.a.,,n.a.,,n.a.,,34,,n.a.,,n.a.,,n.a.,,n.a.,,168,,n.a.,,n.a.,,n.a.,,n.a.,,8,,116,,n.a.,,n.a.,,n.a.,,n.a.,,18,,n.a.,,n.a.,,n.a.,,n.a.,,889,399,490,130,6,2
20,033,Oaxaca,Guadalupe Etla,Municipio con población indígena dispera,Municipio censado,Bajo,1,1,2637,,2535,,317,,2320,,144,,1125,,67,,650,,105,,545,,9,,287,,14,,114,,n.a.,,n.a.,,n.a.,,n.a.,,246,,n.a.,,n.a.,,n.a.,,n.a.,,152,,n.a.,,n.a.,,n.a.,,n.a.,,138,,n.a.,,n.a.,,n.a.,,n.a.,,591,,n.a.,,n.a.,,n.a.,,n.a.,,92,,n.a.,,n.a.,,n.a.,,n.a.,,242,,n.a.,,n.a.,,n.a.,,n.a.,,149,,n.a.,,n.a.,,n.a.,,n.a.,,108,,n.a.,,n.a.,,n.a.,,n.a.,,63,,n.a.,,n.a.,,n.a.,,n.a.,,0,,372,,n.a.,,n.a.,,n.a.,,n.a.,,248,,n.a.,,n.a.,,n.a.,,n.a.,,867,131,736,1119,107,625
20,034,Oaxaca,Guadalupe de Ramírez,Municipio con población indígena dispera,Municipio censado,Alto,0,0,1172,,1099,,51,*,1121,,19,*,475,,n.a.,,328,,21,*,307,,7,*,150,*,n.a.,,68,,n.a.,,n.a.,,n.a.,,n.a.,,134,,n.a.,,n.a.,,n.a.,,n.a.,,58,,n.a.,,n.a.,,n.a.,,n.a.,,68,,n.a.,,n.a.,,n.a.,,n.a.,,301,,n.a.,,n.a.,,n.a.,,n.a.,,58,,n.a.,,n.a.,,n.a.,,n.a.,,134,,n.a.,,n.a.,,n.a.,,n.a.,,56,,n.a.,,n.a.,,n.a.,,n.a.,,53,*,n.a.,,n.a.,,n.a.,,n.a.,,103,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,114,,n.a.,,n.a.,,n.a.,,n.a.,,51,*,n.a.,,n.a.,,n.a.,,n.a.,,913,297,615,288,1,7
20,035,Oaxaca,Guelatao de Juárez,Municipio indígena,Municipio censado,Muy bajo,1,1,531,,505,,238,,293,,94,,482,,22,,124,,56,,68,,2,,111,,1,,25,,9,,16,,1,,23,,53,,22,,31,,1,,45,,27,,15,,12,,0,,26,,19,,10,,9,,0,,17,,119,,54,,65,,1,,106,,21,,7,,14,,n.a.,,19,,53,,22,,31,,1,,45,,27,,15,,12,,n.a.,,26,,18,,10,,8,,n.a.,,16,,7,,4,,3,,3,,6,,0,,85,,38,,47,,11,,78,,70,,32,,38,,9,,63,,254,46,208,111,70,112
20,036,Oaxaca,Guevea de Humboldt,Municipio indígena,Municipio muestreado,Alto,0,0,5409,,5103,,4412,,997,,2412,,5231,,n.a.,,1798,,1383,,415,,233,*,1728,,n.a.,,345,,242,,103,*,11,*,326,,737,,563,,174,*,99,*,705,,374,,295,,79,*,60,*,363,,342,,283,,59,*,63,*,334,,1575,,1208,,367,,203,,1514,,256,,174,,82,*,8,*,240,,731,,559,,172,,99,,700,,345,,270,,75,,57,,336,,243,,205,,38,*,39,*,238,,642,,601,,41,*,536,,631,,n.a.,,426,,327,,99,*,175,*,410,,201,*,167,*,34,*,97,*,195,*,5402,3148,2255,149,6,19
20,037,Oaxaca,Mesones Hidalgo,Municipio indígena,Municipio censado,Muy alto,1,1,4380,,4117,,2216,,2164,,1624,,3269,,1571,,1484,,864,,620,,590,,1159,,566,,286,,167,,119,,110,,239,,621,,364,,257,,247,,486,,295,,170,,125,,121,,223,,282,,163,,119,,112,,211,,1205,,663,,542,,452,,925,,195,,103,,92,,74,,163,,608,,353,,255,,239,,475,,257,,142,,115,,97,,188,,145,,65,,80,,42,,99,,811,,573,,238,,540,,662,,247,,326,,94,,232,,65,,212,,119,,17,,102,,9,,75,,4265,2461,1804,178,41,30
20,038,Oaxaca,Villa Hidalgo,Municipio indígena,Municipio censado,Alto,1,1,1917,,1823,,1900,,17,,1570,,1875,,7,,469,,461,,8,,313,,456,,3,,73,,70,,3,,42,,71,,197,,194,,3,,123,,190,,111,,110,,1,,84,,108,,88,,87,,1,,64,,87,,392,,384,,8,,257,,380,,61,,58,,3,,33,,59,,193,,190,,3,,121,,186,,90,,89,,1,,69,,88,,48,,47,,1,,34,,47,,285,,285,,n.a.,,276,,277,,1,,137,,136,,1,,109,,136,,45,,45,,n.a.,,33,,45,,1669,664,1005,297,4,3
20,039,Oaxaca,Heroica Ciudad de Huajuapan de León,Municipio con presencia indígena,Municipio muestreado,Bajo,0,0,77547,,73115,,12855,,64692,,5760,,39825,,n.a.,,23242,,3987,,19255,,779,*,11895,,n.a.,,4780,,880,*,3900,,86,*,2425,,9463,,1534,,7929,,292,*,4714,,4522,,839,*,3683,,200,*,2441,,4477,,734,*,3743,,201,*,2315,,20959,,3511,,17448,,626,,10604,,3973,,645,,3328,,42,*,1966,,9298,,1498,,7800,,286,,4631,,4325,,784,,3541,,172,*,2335,,3363,,584,,2779,,126,*,1672,,3387,,1018,*,2369,,887,*,2083,,n.a.,,10569,,1770,,8799,,679,,5237,,5979,,948,*,5031,,256,*,2657,,45397,7595,37802,24244,3239,12302
20,040,Oaxaca,Huautepec,Municipio indígena,Municipio censado,Muy alto,1,1,6299,,5908,,6287,,12,,5715,,6166,,26,,2472,,2469,,3,,2331,,2427,,7,,487,,484,,3,,411,,471,,1062,,1062,,0,,1008,,1049,,517,,517,,0,,509,,510,,406,,406,,0,,403,,397,,1958,,1955,,3,,1857,,1927,,259,,256,,3,,216,,252,,1025,,1025,,n.a.,,977,,1012,,458,,458,,n.a.,,451,,452,,216,,216,,n.a.,,213,,211,,1631,,1630,,1,,1619,,1609,,4,,312,,308,,4,,295,,307,,103,,101,,2,,92,,100,,6339,5002,1336,146,3,7
20,041,Oaxaca,Huautla de Jiménez,Municipio indígena,Municipio muestreado,Muy alto,0,0,31551,,29957,,30957,,594,*,25180,,30683,,n.a.,,10081,,9882,,199,*,6904,,9838,,n.a.,,1945,,1906,,39,*,1092,,1884,,4045,,3963,,82,*,2674,,3933,,2259,,2219,,40,*,1750,,2223,,1832,,1794,,38,*,1388,,1798,,8345,,8169,,176,,5532,,8132,,1146,,1122,,24,*,530,,1099,,3919,,3837,,82,,2577,,3807,,2061,,2021,,40,,1581,,2025,,1219,,1189,,30,*,844,,1201,,6693,,6664,,29,*,6590,,6617,,n.a.,,2599,,2494,,105,*,2035,,2501,,1338,,1254,,84,*,910,,1281,,10814,5391,5423,2225,441,1070
20,042,Oaxaca,Ixtlán de Juárez,Municipio indígena,Municipio muestreado,Medio,0,0,8268,,7833,,6306,,1962,,4847,,7793,,n.a.,,2559,,2038,,521,,1374,,2436,,n.a.,,513,,414,,99,*,241,,494,,1062,,842,,220,,549,,1002,,520,,406,,114,*,283,,497,,464,,376,,88,*,301,,443,,2303,,1827,,476,,1235,,2193,,439,,353,,86,,215,,426,,1049,,835,,214,,544,,989,,497,,388,,109,,276,,477,,318,,251,,67,*,200,,301,,428,,408,*,20,*,388,*,423,,n.a.,,1090,,740,,350,,599,,986,,597,,325,,272,,241,*,511,,6777,3126,3651,949,271,526
20,043,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,Municipio indígena,Municipio muestreado,Bajo,0,0,98043,,92895,,82179,,15864,,53403,,81385,,n.a.,,26175,,21588,,4587,,7839,,20992,,n.a.,,5172,,4171,,1001,*,1080,,4106,,10765,,8829,,1936,,3062,,8631,,5212,,4422,,790,*,1785,,4267,,5026,,4166,,860,*,1912,,3988,,23949,,19742,,4207,,6800,,19241,,4454,,3587,,867,,856,,3563,,10657,,8734,,1923,,3025,,8527,,4926,,4189,,737,,1623,,4057,,3912,,3232,,680,,1296,,3094,,8365,,7732,,633,*,7423,,7560,,n.a.,,12819,,10385,,2434,,6372,,10831,,8868,,7097,,1771,,4105,,7468,,55393,9080,46314,23500,4865,14257
20,044,Oaxaca,Loma Bonita,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,42884,,40599,,2241,,40643,,1039,,7924,,n.a.,,12235,,616,*,11619,,73,*,2132,,n.a.,,2433,,n.a.,,n.a.,,n.a.,,n.a.,,4838,,n.a.,,n.a.,,n.a.,,n.a.,,2476,,n.a.,,n.a.,,n.a.,,n.a.,,2488,,n.a.,,n.a.,,n.a.,,n.a.,,10294,,n.a.,,n.a.,,n.a.,,n.a.,,1447,,n.a.,,n.a.,,n.a.,,n.a.,,4703,,n.a.,,n.a.,,n.a.,,n.a.,,2317,,n.a.,,n.a.,,n.a.,,n.a.,,1827,,n.a.,,n.a.,,n.a.,,n.a.,,3546,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,4393,,n.a.,,n.a.,,n.a.,,n.a.,,2354,,n.a.,,n.a.,,n.a.,,n.a.,,30475,5523,24952,11945,1489,4307
20,045,Oaxaca,Magdalena Apasco,Municipio con población indígena dispera,Municipio muestreado,Bajo,0,0,8303,,7913,,509,,7794,,203,*,4590,,n.a.,,2324,,164,*,2160,,16,*,1234,,n.a.,,442,,n.a.,,n.a.,,n.a.,,n.a.,,957,,n.a.,,n.a.,,n.a.,,n.a.,,483,,n.a.,,n.a.,,n.a.,,n.a.,,442,,n.a.,,n.a.,,n.a.,,n.a.,,2173,,n.a.,,n.a.,,n.a.,,n.a.,,364,,n.a.,,n.a.,,n.a.,,n.a.,,948,,n.a.,,n.a.,,n.a.,,n.a.,,478,,n.a.,,n.a.,,n.a.,,n.a.,,383,,n.a.,,n.a.,,n.a.,,n.a.,,117,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,1098,,n.a.,,n.a.,,n.a.,,n.a.,,687,,n.a.,,n.a.,,n.a.,,n.a.,,3253,466,2787,3049,327,1928
20,046,Oaxaca,Magdalena Jaltepec,Municipio con población indígena dispera,Municipio censado,Alto,1,1,3149,,3004,,553,,2596,,224,,2628,,18,,777,,152,,625,,11,,645,,3,,145,,n.a.,,n.a.,,n.a.,,n.a.,,310,,n.a.,,n.a.,,n.a.,,n.a.,,170,,n.a.,,n.a.,,n.a.,,n.a.,,152,,n.a.,,n.a.,,n.a.,,n.a.,,686,,n.a.,,n.a.,,n.a.,,n.a.,,106,,n.a.,,n.a.,,n.a.,,n.a.,,307,,n.a.,,n.a.,,n.a.,,n.a.,,160,,n.a.,,n.a.,,n.a.,,n.a.,,113,,n.a.,,n.a.,,n.a.,,n.a.,,316,,n.a.,,n.a.,,n.a.,,n.a.,,1,,328,,n.a.,,n.a.,,n.a.,,n.a.,,118,,n.a.,,n.a.,,n.a.,,n.a.,,2736,992,1743,480,15,14
20,047,Oaxaca,Santa Magdalena Jicotlßn,Municipio sin población indígena,Municipio censado,Bajo,1,0,87,,84,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,17,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,2,,n.a.,,n.a.,,n.a.,,n.a.,,4,,n.a.,,n.a.,,n.a.,,n.a.,,6,,n.a.,,n.a.,,n.a.,,n.a.,,5,,n.a.,,n.a.,,n.a.,,n.a.,,13,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,4,,n.a.,,n.a.,,n.a.,,n.a.,,6,,n.a.,,n.a.,,n.a.,,n.a.,,3,,n.a.,,n.a.,,n.a.,,n.a.,,4,,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,7,,n.a.,,n.a.,,n.a.,,n.a.,,3,,n.a.,,n.a.,,n.a.,,n.a.,,80,14,66,5,1,4
20,048,Oaxaca,Magdalena Mixtepec,Municipio con población indígena dispera,Municipio censado,Muy alto,1,1,1375,,1249,,250,,1125,,82,,1292,,739,,579,,95,,484,,10,,546,,346,,119,,n.a.,,n.a.,,n.a.,,n.a.,,250,,n.a.,,n.a.,,n.a.,,n.a.,,120,,n.a.,,n.a.,,n.a.,,n.a.,,90,,n.a.,,n.a.,,n.a.,,n.a.,,503,,n.a.,,n.a.,,n.a.,,n.a.,,97,,n.a.,,n.a.,,n.a.,,n.a.,,247,,n.a.,,n.a.,,n.a.,,n.a.,,118,,n.a.,,n.a.,,n.a.,,n.a.,,41,,n.a.,,n.a.,,n.a.,,n.a.,,138,,n.a.,,n.a.,,n.a.,,n.a.,,77,,114,,n.a.,,n.a.,,n.a.,,n.a.,,11,,n.a.,,n.a.,,n.a.,,n.a.,,1392,894,499,26,0,0
20,049,Oaxaca,Magdalena Ocotlán,Municipio con población indígena dispera,Municipio censado,Alto,1,1,1146,,1066,,347,,799,,123,,894,,12,,307,,73,,234,,4,,239,,3,,57,,n.a.,,n.a.,,n.a.,,n.a.,,135,,n.a.,,n.a.,,n.a.,,n.a.,,58,,n.a.,,n.a.,,n.a.,,n.a.,,57,,n.a.,,n.a.,,n.a.,,n.a.,,247,,n.a.,,n.a.,,n.a.,,n.a.,,27,,n.a.,,n.a.,,n.a.,,n.a.,,133,,n.a.,,n.a.,,n.a.,,n.a.,,56,,n.a.,,n.a.,,n.a.,,n.a.,,31,,n.a.,,n.a.,,n.a.,,n.a.,,64,,n.a.,,n.a.,,n.a.,,n.a.,,0,,156,,n.a.,,n.a.,,n.a.,,n.a.,,42,,n.a.,,n.a.,,n.a.,,n.a.,,863,280,583,304,1,15
20,050,Oaxaca,Magdalena Peñasco,Municipio indígena,Municipio censado,Muy alto,1,1,3381,,3180,,3369,,12,,3004,,3337,,2,,1230,,1224,,6,,1101,,1215,,1,,238,,237,,1,,192,,234,,562,,560,,2,,519,,555,,258,,257,,1,,236,,257,,172,,170,,2,,154,,169,,1122,,1117,,5,,1015,,1111,,196,,196,,n.a.,,165,,194,,557,,555,,2,,517,,551,,248,,247,,1,,228,,247,,121,,119,,2,,105,,119,,726,,726,,n.a.,,715,,717,,0,,211,,210,,1,,198,,209,,79,,79,,n.a.,,71,,78,,3386,1836,1550,94,4,2
20,051,Oaxaca,Magdalena Teitipac,Municipio indígena,Municipio censado,Muy alto,1,1,4563,,4276,,4546,,17,,3788,,4491,,646,,1565,,1559,,6,,1160,,1546,,236,,352,,352,,0,,185,,349,,647,,643,,4,,477,,640,,322,,321,,1,,277,,317,,244,,243,,1,,221,,240,,1116,,1110,,6,,821,,1104,,179,,179,,n.a.,,105,,179,,636,,632,,4,,467,,629,,232,,231,,1,,193,,228,,69,,68,,1,,56,,68,,908,,906,,2,,889,,889,,120,,99,,99,,n.a.,,86,,95,,20,,20,,n.a.,,15,,18,,4538,3097,1441,165,1,0
20,052,Oaxaca,Magdalena Tequisistlán,Municipio con población indígena dispera,Municipio muestreado,Medio,0,0,6038,,5716,,537,*,5501,,240,*,5260,,n.a.,,1542,,105,*,1437,,6,*,1293,,n.a.,,296,,n.a.,,n.a.,,n.a.,,n.a.,,598,,n.a.,,n.a.,,n.a.,,n.a.,,320,,n.a.,,n.a.,,n.a.,,n.a.,,328,,n.a.,,n.a.,,n.a.,,n.a.,,1417,,n.a.,,n.a.,,n.a.,,n.a.,,246,,n.a.,,n.a.,,n.a.,,n.a.,,572,,n.a.,,n.a.,,n.a.,,n.a.,,308,,n.a.,,n.a.,,n.a.,,n.a.,,291,,n.a.,,n.a.,,n.a.,,n.a.,,454,*,n.a.,,n.a.,,n.a.,,n.a.,,n.a.,,689,,n.a.,,n.a.,,n.a.,,n.a.,,444,,n.a.,,n.a.,,n.a.,,n.a.,,4537,1340,3197,887,302,500
20,053,Oaxaca,Magdalena Tlacotepec,Municipio indígena,Municipio censado,Medio,1,1,1220,,1181,,567,,653,,269,,830,,5,,271,,93,,178,,1,,169,,0,,49,,15,,34,,1,,30,,106,,32,,74,,0,,61,,67,,25,,42,,0,,45,,49,,21,,28,,0,,33,,264,,88,,176,,n.a.,,163,,46,,12,,34,,n.a.,,27,,105,,32,,73,,n.a.,,61,,67,,25,,42,,n.a.,,45,,46,,19,,27,,n.a.,,30,,132,,102,,30,,80,,109,,1,,136,,43,,93,,3,,82,,95,,33,,62,,n.a.,,62,,620,127,493,318,83,236
20,054,Oaxaca,Magdalena Zahuatlán,Municipio con población indígena dispera,Municipio censado,Medio,1,1,415,,395,,29,,386,,11,,341,,1,,116,,10,,106,,0,,95,,0,,22,,n.a.,,n.a.,,n.a.,,n.a.,,44,,n.a.,,n.a.,,n.a.,,n.a.,,25,,n.a.,,n.a.,,n.a.,,n.a.,,25,,n.a.,,n.a.,,n.a.,,n.a.,,109,,n.a.,,n.a.,,n.a.,,n.a.,,19,,n.a.,,n.a.,,n.a.,,n.a.,,44,,n.a.,,n.a.,,n.a.,,n.a.,,24,,n.a.,,n.a.,,n.a.,,n.a.,,22,,n.a.,,n.a.,,n.a.,,n.a.,,23,,n.a.,,n.a.,,n.a.,,n.a.,,0,,33,,n.a.,,n.a.,,n.a.,,n.a.,,18,,n.a.,,n.a.,,n.a.,,n.a.,,349,122,227,63,3,13
20,055,Oaxaca,Mariscala de Juárez,Municipio con población indígena dispera,Municipio censado,Alto,0,1,3486,,3287,,49,*,3437,,22,*,1909,,357,,1017,,19,*,998,,8,*,574,,105,*,190,,n.a.,,n.a.,,n.a.,,n.a.,,414,,n.a.,,n.a.,,n.a.,,n.a.,,215,,n.a.,,n.a.,,n.a.,,n.a.,,198,,n.a.,,n.a.,,n.a.,,n.a.,,839,,n.a.,,n.a.,,n.a.,,n.a.,,149,,n.a.,,n.a.,,n.a.,,n.a.,,408,,n.a.,,n.a.,,n.a.,,n.a.,,191,,n.a.,,n.a.,,n.a.,,n.a.,,91,*,n.a.,,n.a.,,n.a.,,n.a.,,343,,n.a.,,n.a.,,n.a.,,n.a.,,42,*,293,,n.a.,,n.a.,,n.a.,,n.a.,,94,*,n.a.,,n.a.,,n.a.,,n.a.,,2522,640,1883,947,32,93
20,056,Oaxaca,Mártires de Tacubaya,Municipio con población indígena dispera,Municipio censado,Alto,1,1,1424,,1338,,98,,1326,,43,,396,,161,,445,,37,,408,,8,,117,,33,,79,,n.a.,,n.a.,,n.a.,,n.a.,,191,,n.a.,,n.a.,,n.a.,,n.a.,,88,,n.a.,,n.a.,,n.a.,,n.a.,,87,,n.a.,,n.a.,,n.a.,,n.a.,,400,,n.a.,,n.a.,,n.a.,,n.a.,,61,,n.a.,,n.a.,,n.a.,,n.a.,,187,,n.a.,,n.a.,,n.a.,,n.a.,,84,,n.a.,,n.a.,,n.a.,,n.a.,,68,,n.a.,,n.a.,,n.a.,,n.a.,,137,,n.a.,,n.a.,,n.a.,,n.a.,,15,,151,,n.a.,,n.a.,,n.a.,,n.a.,,83,,n.a.,,n.a.,,n.a.,,n.a.,,1043,249,794,396,4,25
20,057,Oaxaca,Matías Romero Avendaño,Sin clasificar,Municipio con muestra insuficiente,Alto,0,0,39828,,37596,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,11733,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,2259,,n.d.,,n.d.,,n.d.,,n.d.,,4668,,n.d.,,n.d.,,n.d.,,n.d.,,2338,,n.d.,,n.d.,,n.d.,,n.d.,,2468,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
20,058,Oaxaca,Mazatlán Villa de Flores,Municipio indígena,Municipio censado,Muy alto,1,1,13097,,12437,,12952,,145,,10308,,12853,,182,,4647,,4601,,46,,2993,,4547,,49,,868,,854,,14,,370,,849,,1934,,1914,,20,,1207,,1890,,1035,,1028,,7,,773,,1016,,810,,805,,5,,643,,792,,3897,,3855,,42,,2515,,3815,,549,,539,,10,,249,,538,,1898,,1878,,20,,1185,,1856,,956,,949,,7,,704,,939,,494,,489,,5,,377,,482,,2795,,2780,,15,,2710,,2770,,38,,791,,772,,19,,664,,780,,269,,260,,9,,200,,263,,12900,8080,4820,450,93,62
20,059,Oaxaca,Miahuatlán de Porfirio Díaz,Municipio con presencia indígena,Municipio muestreado,Medio,0,0,42312,,39902,,7430,,34882,,3814,,19771,,n.a.,,13200,,2523,,10677,,663,*,5996,,n.a.,,2554,,493,*,2061,,80,*,1136,,5416,,1076,,4340,,283,*,2429,,2787,,531,*,2256,,164,*,1300,,2443,,423,*,2020,,136,*,1131,,11429,,2258,,9171,,590,,5266,,1825,,370,,1455,,61,*,808,,5342,,1071,,4271,,283,,2414,,2619,,499,,2120,,153,,1225,,1643,,318,,1325,,93,*,819,,4175,,653,*,3522,,559,*,1554,,n.a.,,5249,,1119,,4130,,617,,2900,,2640,,726,,1914,,412,*,1570,,26762,5847,20915,9850,1147,2698
20,060,Oaxaca,Mixistlán de la Reforma,Municipio indígena,Municipio censado,Alto,1,1,2585,,2463,,2583,,2,,2439,,2567,,9,,849,,849,,0,,833,,842,,0,,147,,147,,0,,143,,144,,375,,375,,0,,369,,374,,179,,179,,0,,175,,176,,148,,148,,0,,146,,148,,764,,764,,n.a.,,754,,759,,125,,125,,n.a.,,124,,123,,372,,372,,n.a.,,366,,371,,175,,175,,n.a.,,173,,173,,92,,92,,n.a.,,91,,92,,406,,406,,n.a.,,403,,405,,2,,252,,252,,n.a.,,252,,249,,36,,36,,n.a.,,36,,36,,2564,1207,1357,60,40,3
20,061,Oaxaca,Monjas,Municipio con población indígena dispera,Municipio censado,Alto,1,1,2722,,2547,,94,,2628,,37,,1936,,46,,857,,39,,818,,10,,625,,16,,167,,n.a.,,n.a.,,n.a.,,n.a.,,358,,n.a.,,n.a.,,n.a.,,n.a.,,181,,n.a.,,n.a.,,n.a.,,n.a.,,151,,n.a.,,n.a.,,n.a.,,n.a.,,701,,n.a.,,n.a.,,n.a.,,n.a.,,105,,n.a.,,n.a.,,n.a.,,n.a.,,353,,n.a.,,n.a.,,n.a.,,n.a.,,161,,n.a.,,n.a.,,n.a.,,n.a.,,82,,n.a.,,n.a.,,n.a.,,n.a.,,419,,n.a.,,n.a.,,n.a.,,n.a.,,3,,202,,n.a.,,n.a.,,n.a.,,n.a.,,55,,n.a.,,n.a.,,n.a.,,n.a.,,2290,838,1451,505,1,11
20,062,Oaxaca,Natividad,Municipio indígena,Municipio censado,Bajo,1,1,475,,458,,284,,191,,121,,465,,1,,108,,64,,44,,4,,107,,0,,18,,11,,7,,0,,18,,46,,27,,19,,1,,46,,28,,16,,12,,1,,27,,16,,10,,6,,2,,16,,98,,55,,43,,1,,97,,13,,7,,6,,n.a.,,13,,45,,26,,19,,n.a.,,45,,28,,16,,12,,1,,27,,12,,6,,6,,n.a.,,12,,20,,15,,5,,14,,20,,n.a.,,61,,37,,24,,4,,60,,48,,30,,18,,3,,47,,258,31,227,184,11,37
20,063,Oaxaca,Nazareno Etla,Municipio con población indígena dispera,Municipio censado,Bajo,1,1,3910,,3741,,79,,3831,,27,,2373,,20,,936,,18,,918,,2,,562,,2,,167,,n.a.,,n.a.,,n.a.,,n.a.,,379,,n.a.,,n.a.,,n.a.,,n.a.,,203,,n.a.,,n.a.,,n.a.,,n.a.,,187,,n.a.,,n.a.,,n.a.,,n.a.,,874,,n.a.,,n.a.,,n.a.,,n.a.,,140,,n.a.,,n.a.,,n.a.,,n.a.,,375,,n.a.,,n.a.,,n.a.,,n.a.,,199,,n.a.,,n.a.,,n.a.,,n.a.,,160,,n.a.,,n.a.,,n.a.,,n.a.,,41,,n.a.,,n.a.,,n.a.,,n.a.,,0,,558,,n.a.,,n.a.,,n.a.,,n.a.,,397,,n.a.,,n.a.,,n.a.,,n.a.,,2073,250,1824,701,496,761
